ID,Age,Salary,JoinDate,Department,Score
2829,60,115936,2020-09-07,Finance,85
2830,61,107065,2022-11-29,Engineering,80
2831,23,121960,2021-05-31,Sales,50
2832,24,34025,2015-02-21,Sales,76
2833,38,148910,2016-08-20,Engineering,65
2834,63,104710,2016-06-17,Finance,69
2835,55,63461,2019-04-27,Sales,74
2836,45,140084,2020-04-01,Support,70
2837,35,109790,2016-12-20,Marketing,55
2838,46,58690,2017-01-04,Sales,82
2839,18,77340,2019-05-30,Finance,52
2840,59,116292,2020-07-07,Marketing,84
2841,58,79703,2016-03-30,Sales,52
2842,42,108462,2016-06-10,Finance,94
2843,55,148764,2015-08-16,Finance,69
2844,61,126364,2016-04-28,Sales,83
2845,38,149991,2023-02-10,Support,97
2846,40,141813,2017-04-02,Engineering,62
2847,40,130552,2024-02-04,Finance,66
2848,19,106050,2021-07-04,Sales,68
2849,24,123301,2019-07-13,Finance,91
2850,59,112234,2022-09-15,Sales,69
2851,26,55616,2022-01-20,Marketing,76
2852,64,120369,2023-07-10,Finance,85
2853,36,56128,2023-05-23,Support,54
2854,56,117505,2016-06-09,Support,56
2855,34,101206,2020-09-02,Engineering,85
2856,57,42716,2015-11-17,Marketing,53
2857,55,83144,2018-12-06,HR,54
2858,47,79355,2019-08-26,HR,53
2859,41,146680,2021-03-22,Marketing,53
2860,41,132413,2019-05-14,Sales,54
2861,35,89305,2022-12-02,Marketing,68
2862,29,141825,2017-04-22,Marketing,66
2863,47,145031,2015-04-11,Finance,60
2864,52,117318,2019-08-23,Support,66
2865,18,49790,2018-09-13,HR,81
2866,26,77374,2020-10-16,Marketing,77
2867,41,64812,2018-10-15,Marketing,84
2868,39,90186,2019-12-30,Support,68
2869,62,80251,2015-09-15,HR,69
2870,18,49156,2021-01-16,Marketing,98
2871,62,102320,2023-04-10,Sales,59
2872,64,118442,2016-06-23,Support,81
2873,56,98475,2021-08-04,Support,71
2874,35,72863,2015-10-06,Finance,95
2875,49,37194,2015-06-02,Support,77
2876,35,111914,2022-11-03,Support,88
2877,46,59777,2023-10-25,Sales,93
2878,25,57445,2023-02-09,Marketing,80
2879,51,46198,2023-05-22,Finance,85
2880,35,45867,2021-08-21,Support,87
2881,26,138538,2024-05-13,Marketing,58
2882,63,37367,2024-09-11,Engineering,84
2883,35,81588,2015-03-15,HR,63
2884,45,104755,2016-06-22,Finance,88
2885,37,125167,2017-06-07,Engineering,74
2886,45,86523,2016-01-16,HR,51
2887,60,114685,2018-04-12,Sales,71
2888,48,57926,2015-12-21,Sales,97
2889,37,43180,2020-08-09,HR,87
2890,21,54014,2015-03-30,Sales,73
2891,42,109872,2021-07-25,Support,56
2892,48,126395,2021-02-26,Support,91
2893,22,68507,2023-11-05,Marketing,99
2894,59,121493,2015-11-28,Finance,61
2895,56,77761,2023-12-24,Finance,51
2896,27,52990,2015-10-01,HR,79
2897,61,44457,2022-01-10,Engineering,66
2898,21,106102,2019-06-08,Finance,90
2899,48,36130,2018-07-30,Support,88
2900,51,63477,2019-09-06,Engineering,99
2901,55,58716,2018-05-03,Marketing,83
2902,61,140350,2016-02-24,Sales,63
2903,23,37857,2020-05-29,HR,86
2904,49,118578,2021-11-27,Finance,71
2905,39,41826,2018-09-05,HR,52
2906,29,88031,2019-09-03,Marketing,66
2907,24,105020,2020-09-02,Sales,51
2908,21,147897,2018-11-13,Sales,88
2909,41,84800,2019-04-30,Finance,55
2910,36,79476,2024-06-24,Engineering,81
2911,27,58552,2022-09-25,Finance,76
2912,30,73730,2020-01-27,Sales,70
2913,41,99093,2020-04-12,Sales,53
2914,41,96490,2016-08-18,Marketing,84
2915,20,119080,2016-04-24,HR,86
2916,57,128991,2016-12-03,Support,84
2917,48,33127,2023-10-19,Sales,93
2918,42,107095,2019-01-15,Finance,62
2919,21,120925,2024-04-20,Finance,63
2920,30,141258,2015-04-29,Engineering,55
2921,34,43731,2019-01-04,Marketing,89
2922,52,81024,2024-11-09,Marketing,90
2923,19,33832,2021-11-30,Engineering,62
2924,19,43107,2015-02-07,Finance,77
2925,60,124202,2016-05-05,Finance,75
2926,39,105118,2019-12-25,HR,92
2927,20,38418,2017-10-17,Support,61
2928,41,93044,2015-06-12,Marketing,69
2929,56,41814,2015-01-02,HR,62
2930,58,93288,2020-01-21,Finance,94
2931,29,97084,2022-08-07,Engineering,59
2932,50,148645,2020-01-29,Engineering,65
2933,62,35666,2018-02-07,Finance,52
2934,22,105645,2016-05-03,Finance,56
2935,27,66713,2021-04-06,Sales,83
2936,20,107511,2019-08-08,Engineering,80
2937,28,111132,2016-08-10,Finance,56
2938,62,133489,2018-04-09,Sales,55
2939,58,73454,2019-08-02,HR,81
2940,37,138984,2024-08-09,Sales,83
2941,33,144584,2021-12-25,HR,61
2942,24,80726,2020-10-22,Engineering,66
2943,62,143034,2024-10-10,Support,55
2944,40,84362,2023-01-13,Engineering,95
2945,23,80341,2022-08-31,Sales,51
2946,39,113795,2017-10-23,Marketing,74
2947,32,105515,2021-12-03,Support,98
2948,46,56183,2015-01-20,HR,86
2949,50,115781,2024-01-17,Sales,99
2950,64,56756,2017-02-16,HR,88
2951,35,100821,2016-02-25,Sales,86
2952,47,74786,2017-02-27,Support,80
2953,27,60286,2022-12-24,HR,91
2954,61,120198,2015-08-09,HR,82
2955,33,47205,2023-07-12,HR,87
2956,52,103313,2016-08-12,Engineering,77
2957,19,122509,2019-10-28,Finance,62
2958,58,131839,2020-06-26,Finance,54
2959,45,110052,2020-03-28,Finance,88
2960,62,114627,2020-12-12,Support,73
2961,44,66701,2016-05-08,Engineering,94
2962,44,87241,2016-05-19,Support,56
2963,59,63332,2024-02-24,Sales,87
2964,22,116486,2016-02-12,Marketing,77
2965,51,66404,2021-04-05,Sales,64
2966,49,134601,2019-07-25,Support,97
2967,48,113848,2018-01-06,Engineering,78
2968,56,124979,2018-11-21,Support,52
2969,46,65187,2019-08-10,Support,60
2970,50,31893,2021-04-21,Sales,60
2971,44,106768,2016-07-09,Finance,70
2972,56,86030,2018-06-28,Support,87
2973,63,66929,2017-08-03,Finance,76
2974,53,34042,2018-01-08,Marketing,96
2975,35,122282,2016-02-26,Sales,50
2976,52,57938,2022-05-23,Engineering,80
2977,45,131248,2017-07-22,Engineering,74
2978,60,86805,2017-11-18,Sales,69
2979,20,106478,2022-10-21,Support,51
2980,35,124699,2024-05-14,Finance,59
2981,22,131128,2022-12-28,Marketing,51
2982,51,31211,2020-06-03,Finance,87
2983,48,44345,2021-04-14,HR,99
2984,29,77779,2017-07-26,HR,70
2985,64,45173,2019-11-24,Finance,97
2986,20,129273,2015-12-14,Support,54
2987,63,142857,2022-04-24,Marketing,70
2988,62,74377,2022-05-01,Support,87
2989,61,143689,2023-01-27,Support,57
2990,22,60461,2019-11-25,Engineering,64
2991,33,39472,2024-10-12,HR,65
2992,54,87602,2024-05-21,Engineering,96
2993,48,96060,2016-04-23,Sales,65
2994,60,46532,2024-08-09,Engineering,51
2995,44,33749,2015-06-14,HR,75
2996,55,41437,2024-08-10,Finance,74
2997,28,34551,2015-03-09,Marketing,57
2998,50,42916,2024-12-10,Support,56
2999,55,77636,2016-12-07,Support,57
3000,38,137967,2015-11-30,HR,69
3001,25,69993,2019-10-03,Support,95
3002,48,88865,2016-07-20,Support,78
3003,26,90686,2021-05-24,Engineering,79
3004,43,55993,2018-03-04,Finance,78
3005,33,107603,2016-04-06,Marketing,69
3006,62,90277,2015-11-22,Support,86
3007,39,79990,2018-10-24,Engineering,72
3008,58,99351,2019-06-16,Engineering,78
3009,33,133013,2023-07-10,HR,77
3010,55,42446,2021-10-04,Engineering,63
3011,50,78632,2017-10-13,Support,58
3012,44,83463,2018-11-24,Finance,62
3013,43,47948,2016-12-02,HR,98
3014,60,119051,2023-04-26,Sales,77
3015,25,96262,2024-12-04,Marketing,78
3016,22,102233,2023-02-17,Finance,56
3017,59,42963,2023-11-13,HR,90
3018,44,96617,2024-10-26,Sales,95
3019,19,106312,2015-11-25,Support,58
3020,44,137648,2019-03-25,Engineering,72
3021,27,107225,2021-03-03,Support,74
3022,20,126261,2015-08-07,Sales,55
3023,19,120937,2019-10-07,Engineering,67
3024,40,121137,2021-05-31,Support,61
3025,39,129108,2017-11-23,HR,69
3026,56,116551,2020-05-06,Marketing,97
3027,37,53104,2015-02-21,Marketing,50
3028,34,86058,2017-01-03,HR,50
3029,62,115469,2017-08-09,Sales,90
3030,64,103474,2022-06-24,HR,95
3031,28,100871,2016-03-22,HR,71
3032,61,89180,2022-12-05,HR,75
3033,30,89840,2017-04-30,Sales,73
3034,27,50002,2021-01-03,Support,73
3035,45,129811,2016-01-25,Finance,65
3036,57,64831,2022-05-06,Sales,66
3037,32,125119,2015-10-22,Finance,64
3038,51,142394,2024-05-05,HR,50
3039,32,91554,2020-09-01,Support,53
3040,60,52340,2020-06-09,HR,84
3041,30,114361,2018-05-19,Finance,60
3042,35,88849,2020-03-11,Sales,88
3043,58,139545,2015-05-24,Finance,99
3044,40,143606,2024-11-12,Marketing,88
3045,20,115707,2018-04-27,Engineering,56
3046,43,81360,2021-06-30,HR,86
3047,32,135473,2017-12-05,Finance,90
3048,24,42191,2015-01-11,Sales,53
3049,37,40737,2015-07-30,Support,85
3050,49,35147,2017-06-19,Marketing,62
3051,18,49643,2024-03-28,Sales,84
3052,47,114003,2024-11-23,Support,74
3053,33,31849,2023-12-22,Marketing,68
3054,18,90740,2018-10-14,HR,71
3055,41,145306,2019-06-10,HR,94
3056,54,93668,2017-09-26,Engineering,85
3057,53,122227,2016-09-08,HR,85
3058,35,80639,2020-12-08,HR,90
3059,35,88901,2015-08-17,Finance,51
3060,38,76691,2015-12-18,Support,93
3061,56,31582,2022-02-15,Engineering,88
3062,46,51301,2021-10-23,Finance,75
3063,38,92224,2018-12-26,Sales,65
3064,48,133496,2020-05-20,Marketing,80
3065,31,85856,2021-02-24,Marketing,86
3066,19,52259,2015-08-30,HR,97
3067,63,61629,2023-01-12,Engineering,82
3068,52,115945,2024-11-10,Support,88
3069,64,110818,2023-03-07,Support,69
3070,19,47138,2019-07-05,Support,90
3071,36,76202,2015-11-29,Engineering,86
3072,35,119743,2023-11-28,Support,53
3073,29,79692,2018-01-09,Engineering,56
3074,31,119846,2018-12-20,Engineering,61
3075,52,58036,2015-02-21,HR,66
3076,59,138575,2020-01-14,Engineering,59
3077,60,60544,2015-04-20,Marketing,54
3078,62,87705,2021-12-28,Support,58
3079,50,99603,2015-10-27,Sales,85
3080,35,126264,2016-01-21,Support,78
3081,31,51400,2023-04-08,HR,64
3082,23,149415,2022-03-04,Engineering,91
3083,46,110206,2021-12-21,HR,78
3084,21,89473,2015-10-11,Sales,99
3085,61,90646,2017-09-21,Support,65
3086,28,56498,2020-04-05,Sales,99
3087,59,130453,2015-03-03,Finance,94
3088,59,109569,2023-03-05,Finance,69
3089,42,94824,2024-08-09,Marketing,87
3090,30,45043,2019-01-13,Engineering,63
3091,50,137611,2022-02-12,Marketing,86
3092,25,59483,2024-10-30,HR,83
3093,61,105652,2024-11-04,HR,54
3094,48,67420,2017-09-08,Finance,58
3095,59,39247,2021-03-12,Marketing,82
3096,20,145229,2016-01-14,Support,99
3097,29,121164,2015-07-14,Sales,52
3098,43,114664,2019-03-08,Support,79
3099,26,36041,2024-02-19,HR,51
3100,20,91869,2015-09-20,Sales,53
3101,42,74722,2024-01-05,Support,62
3102,56,35419,2024-09-25,Marketing,84
3103,40,88760,2022-12-31,Engineering,51
3104,58,120283,2020-11-10,Finance,80
3105,61,58718,2017-01-03,Finance,51
3106,49,67841,2015-04-17,HR,62
3107,63,76660,2024-10-23,Finance,91
3108,61,146041,2015-03-23,Support,92
3109,42,70097,2017-10-11,Sales,86
3110,47,106870,2020-05-04,Finance,55
3111,20,67260,2023-12-29,Marketing,52
3112,43,79464,2022-12-25,Finance,73
3113,23,47194,2018-03-09,Finance,98
3114,59,73723,2017-06-10,Finance,98
3115,53,141041,2015-12-26,Support,60
3116,56,135433,2015-10-17,Marketing,67
3117,38,32147,2019-02-01,Marketing,89
3118,63,83803,2023-09-25,Engineering,71
3119,47,115617,2017-05-27,Sales,92
3120,47,39479,2024-03-29,Support,83
3121,64,135586,2021-08-27,Support,69
3122,57,116296,2017-04-18,Support,68
3123,22,135290,2023-10-29,Support,64
3124,25,40450,2016-01-16,Marketing,72
3125,44,91991,2022-12-25,Finance,81
3126,43,118090,2019-01-05,HR,68
3127,59,138956,2020-04-03,Marketing,88
3128,58,70736,2019-05-12,HR,68
3129,54,77058,2015-10-10,Finance,82
3130,64,104255,2018-02-01,HR,72
3131,24,123721,2020-12-23,Finance,81
3132,29,51575,2020-02-23,Engineering,54
3133,59,69643,2020-12-03,Marketing,54
3134,43,58804,2019-02-14,Support,71
3135,32,60988,2017-06-24,Sales,77
3136,50,68506,2021-05-07,HR,72
3137,50,97306,2017-01-11,Marketing,67
3138,47,95305,2015-10-11,Finance,65
3139,30,69462,2016-09-28,Sales,82
3140,43,56287,2017-08-10,HR,50
3141,55,91313,2023-03-03,Finance,98
3142,23,57181,2023-11-26,Engineering,99
3143,55,95641,2016-01-19,Sales,73
3144,35,130250,2024-01-06,HR,90
3145,25,43275,2017-10-24,Support,59
3146,34,64550,2022-11-18,Finance,78
3147,23,110021,2018-07-27,Engineering,55
3148,43,50390,2019-05-14,Finance,61
3149,52,33981,2018-10-11,Sales,71
3150,40,145631,2019-04-09,Sales,56
3151,57,137441,2020-07-11,Finance,74
3152,30,141316,2017-08-11,HR,90
3153,27,31524,2019-07-14,Sales,58
3154,32,65891,2016-12-09,Sales,51
3155,42,75836,2017-02-05,Finance,83
3156,51,100434,2020-07-02,Marketing,87
3157,20,94510,2019-10-30,Marketing,91
3158,23,122918,2019-12-15,Engineering,97
3159,36,97906,2024-04-19,HR,67
3160,56,95864,2017-03-08,Support,61
3161,22,75890,2015-05-26,Engineering,60
3162,47,76531,2022-08-24,Engineering,54
3163,18,110986,2016-04-06,HR,77
3164,46,86017,2022-10-10,HR,61
3165,30,41560,2022-05-27,Finance,51
3166,54,145884,2015-03-30,Finance,65
3167,41,98706,2020-01-04,Support,71
3168,53,124346,2022-05-19,Engineering,95
3169,46,92370,2017-02-15,Sales,97
3170,32,137323,2023-03-27,Support,80
3171,59,97560,2018-08-25,HR,92
3172,33,43503,2020-12-12,Finance,81
3173,19,148423,2018-12-09,Engineering,72
3174,19,89557,2019-08-26,Finance,80
3175,57,37961,2015-05-07,Support,78
3176,20,149289,2023-08-22,Support,63
3177,42,111199,2023-11-24,Finance,50
3178,20,110729,2019-04-16,Finance,67
3179,26,139349,2018-01-31,Marketing,72
3180,38,124968,2023-01-09,Finance,50
3181,38,67146,2018-11-02,Engineering,91
3182,23,98607,2021-10-30,Marketing,93
3183,53,80715,2024-09-19,HR,94
3184,34,98222,2020-05-24,HR,89
3185,20,46459,2015-12-28,Support,88
3186,29,35057,2020-03-30,HR,95
3187,39,65030,2023-10-07,Sales,79
3188,22,145080,2023-09-20,HR,70
3189,28,35188,2017-04-06,Finance,84
3190,44,59680,2017-02-25,Marketing,51
3191,41,132302,2015-04-09,Support,82
3192,56,66445,2020-02-11,Engineering,95
3193,54,77218,2017-11-10,Marketing,77
3194,48,54074,2024-08-25,Marketing,72
3195,19,66839,2022-11-05,HR,90
3196,44,98322,2019-03-28,Finance,51
3197,56,132500,2021-05-14,Engineering,70
3198,22,65507,2016-05-03,Finance,94
3199,38,125251,2024-03-30,Engineering,87
3200,37,105761,2018-01-28,Finance,74
3201,19,72616,2019-02-09,Support,81
3202,43,30453,2015-12-04,HR,90
3203,20,40976,2020-01-28,Finance,50
3204,22,111932,2017-05-07,Engineering,68
3205,29,119647,2017-11-06,Support,74
3206,52,134779,2018-11-10,Marketing,79
3207,22,32017,2017-06-11,Support,71
3208,56,137724,2022-05-16,Engineering,96
3209,20,111787,2019-06-15,HR,69
3210,48,124276,2023-09-28,Sales,73
3211,57,146469,2019-02-17,Sales,82
3212,25,65031,2022-08-07,Finance,99
3213,37,87851,2018-10-19,Marketing,65
3214,29,118780,2017-09-29,HR,94
3215,59,87894,2020-12-26,Sales,74
3216,63,44591,2020-05-29,Sales,81
3217,41,51359,2019-02-28,Finance,96
3218,61,145336,2019-03-11,Support,89
3219,40,40929,2024-01-03,HR,62
3220,49,47393,2019-11-21,Marketing,64
3221,53,124192,2020-06-18,Support,54
3222,39,111103,2018-02-27,Engineering,90
3223,27,119367,2017-07-26,Finance,67
3224,35,109622,2015-12-30,Engineering,53
3225,43,91892,2021-06-29,Support,65
3226,52,39215,2018-10-10,Finance,75
3227,35,117580,2021-04-14,Support,72
3228,31,125310,2023-10-10,Finance,98
3229,50,113096,2018-11-05,Finance,70
3230,34,143942,2020-03-17,Engineering,92
3231,34,130537,2023-02-16,Support,63
3232,46,139331,2015-08-12,Finance,79
3233,36,103396,2016-05-19,Sales,88
3234,30,98049,2017-02-23,Marketing,72
3235,63,86096,2023-09-08,HR,88
3236,57,101185,2016-02-12,Sales,58
3237,50,31951,2017-02-14,Marketing,66
3238,36,139274,2018-09-16,Sales,55
3239,52,119719,2023-06-10,Marketing,86
3240,51,30595,2015-06-09,Engineering,74
3241,21,92665,2022-12-18,Finance,73
3242,38,45882,2020-09-04,HR,76
3243,33,53769,2023-08-08,Engineering,79
3244,33,63798,2023-07-09,Marketing,65
3245,52,76073,2019-08-15,Finance,65
3246,57,73005,2018-06-15,Support,61
3247,52,58400,2017-03-28,Sales,70
3248,60,53535,2016-02-04,Sales,66
3249,49,111029,2022-12-06,Engineering,73
3250,44,127944,2016-07-21,Finance,51
3251,26,58251,2016-03-22,Engineering,87
3252,20,122115,2018-09-01,Finance,55
3253,56,108816,2020-01-14,Support,50
3254,54,129525,2017-01-09,Support,94
3255,51,123102,2018-06-17,Finance,64
3256,62,45385,2023-09-27,Finance,63
3257,24,118877,2018-06-06,Support,80
3258,41,119402,2021-11-06,HR,80
3259,46,114585,2022-10-25,Finance,81
3260,34,79037,2024-08-01,Support,89
3261,53,33513,2023-07-08,Marketing,97
3262,41,74140,2016-04-03,HR,76
3263,42,61007,2022-06-15,Finance,67
3264,63,123220,2022-12-07,Marketing,75
3265,26,147243,2024-04-03,Marketing,84
3266,25,39107,2023-09-05,Support,91
3267,39,123650,2020-10-17,Sales,79
3268,45,82066,2019-03-30,Engineering,92
3269,28,148558,2023-10-30,HR,98
3270,56,122259,2018-06-11,Marketing,79
3271,40,85698,2017-03-03,Engineering,61
3272,32,59086,2020-11-04,HR,92
3273,54,130814,2022-08-11,HR,78
3274,60,33435,2016-06-18,Marketing,51
3275,37,58942,2022-11-29,Finance,53
3276,39,143457,2018-01-25,Engineering,87
3277,40,62826,2020-11-16,Marketing,75
3278,28,65739,2023-09-20,Marketing,51
3279,25,105164,2023-08-22,Sales,60
3280,54,66113,2015-07-30,HR,99
3281,31,69029,2016-09-26,Support,59
3282,52,104632,2015-12-06,Support,84
3283,28,57499,2024-02-29,HR,61
3284,20,137430,2018-05-11,HR,63
3285,45,71034,2022-08-09,Sales,88
3286,42,54596,2017-08-17,HR,59
3287,60,88382,2022-11-07,Finance,68
3288,39,76228,2022-09-12,HR,93
3289,49,92257,2020-07-06,Engineering,72
3290,30,88436,2016-03-08,Support,53
3291,45,122103,2019-11-30,Finance,58
3292,52,107924,2021-07-13,Finance,70
3293,35,119031,2017-09-07,HR,98
3294,34,89946,2017-06-16,Sales,80
3295,51,31541,2020-05-28,HR,71
3296,31,73074,2015-05-17,HR,61
3297,53,131387,2016-02-12,Support,94
3298,19,30769,2015-10-20,Finance,64
3299,40,32972,2023-03-19,Sales,66
3300,49,48653,2019-12-24,Sales,77
3301,31,69339,2020-10-02,Finance,79
3302,34,72399,2021-07-22,Support,95
3303,23,44706,2017-11-03,HR,73
3304,23,135754,2018-03-16,Finance,67
3305,41,87572,2021-12-15,Marketing,73
3306,55,31313,2024-11-30,HR,89
3307,64,104702,2016-01-11,Support,60
3308,39,65863,2023-08-16,HR,50
3309,35,30555,2022-01-31,Sales,61
3310,60,83915,2022-02-24,HR,89
3311,24,138500,2016-04-18,Engineering,83
3312,28,103173,2016-10-07,Finance,91
3313,52,56739,2023-02-18,Marketing,78
3314,59,83019,2024-10-21,Support,67
3315,31,65281,2021-04-05,Sales,77
3316,41,127927,2023-11-12,Marketing,91
3317,62,69220,2017-06-11,HR,57
3318,21,37642,2023-01-09,Finance,85
3319,22,63760,2024-02-08,Marketing,98
3320,51,34381,2017-10-01,Engineering,57
3321,56,60782,2020-12-27,Marketing,96
3322,43,84712,2016-03-21,Support,86
3323,51,49462,2015-12-08,Support,89
3324,45,85206,2019-04-25,Finance,88
3325,45,90926,2024-12-06,Finance,63
3326,55,41907,2019-04-29,Finance,91
3327,35,80539,2019-12-21,Support,97
3328,42,80182,2021-11-11,Support,87
3329,45,129524,2015-03-19,Finance,52
3330,61,89758,2022-09-18,HR,91
3331,37,72578,2021-10-13,Engineering,97
3332,28,104599,2017-07-30,Finance,52
3333,40,122934,2016-10-08,Support,72
3334,24,32413,2017-07-24,Support,83
3335,59,132802,2023-01-06,Finance,58
3336,35,88408,2018-08-22,Sales,97
3337,62,144921,2019-08-07,HR,74
3338,31,95131,2019-02-05,Finance,74
3339,36,147798,2015-08-13,HR,64
3340,33,111434,2019-05-06,Engineering,89
3341,27,31214,2018-10-14,Marketing,53
3342,36,93230,2021-09-02,Engineering,77
3343,38,97194,2021-03-29,Support,96
3344,31,67792,2017-03-07,Finance,97
3345,27,52301,2016-12-16,Engineering,71
3346,20,134292,2015-06-17,Engineering,90
3347,35,68346,2016-12-02,Finance,97
3348,19,77819,2015-06-10,Support,55
3349,60,53290,2017-08-19,Support,89
3350,61,74252,2019-02-23,HR,79
3351,19,149496,2018-11-03,Engineering,96
3352,19,141964,2018-07-05,HR,82
3353,27,96273,2018-05-10,Finance,93
3354,25,117908,2018-04-28,Support,82
3355,64,86325,2015-04-28,HR,93
3356,57,145436,2020-12-04,Engineering,68
3357,49,77258,2015-08-27,Support,50
3358,60,53027,2023-07-12,Marketing,82
3359,57,97359,2024-11-06,Engineering,54
3360,34,106669,2024-02-29,Finance,57
3361,59,54161,2016-12-28,HR,58
3362,40,97313,2021-07-21,HR,56
3363,32,110308,2022-11-24,Marketing,69
3364,42,37490,2019-12-19,Support,95
3365,41,128273,2024-06-01,HR,95
3366,39,140218,2022-08-15,HR,97
3367,25,38998,2022-03-29,Sales,92
3368,52,100192,2017-06-07,Engineering,95
3369,55,121271,2016-11-16,Marketing,86
3370,44,136843,2016-01-12,Finance,89
3371,51,58511,2018-08-13,Marketing,64
3372,61,48302,2020-10-24,Engineering,66
3373,50,132062,2016-09-06,HR,95
3374,33,106508,2022-06-12,Sales,58
3375,50,40683,2024-01-08,Sales,98
3376,46,63172,2019-09-19,Marketing,70
3377,22,41017,2020-12-26,Sales,55
3378,30,46448,2015-01-31,Finance,69
3379,64,126557,2017-08-03,Marketing,57
3380,27,30968,2018-09-14,Sales,98
3381,58,65010,2019-09-26,Support,60
3382,29,55496,2022-02-01,HR,98
3383,42,108858,2019-02-20,Marketing,85
3384,56,40292,2022-04-09,HR,75
3385,31,47207,2016-05-15,Engineering,89
3386,18,132455,2018-03-26,Finance,53
3387,47,129083,2022-09-24,Finance,84
3388,30,127459,2021-04-26,Marketing,80
3389,55,131610,2017-06-26,Engineering,72
3390,21,128099,2015-10-25,Finance,65
3391,24,95557,2023-05-03,Marketing,78
3392,28,111335,2015-11-01,HR,82
3393,46,62959,2020-09-25,HR,88
3394,29,86326,2022-12-12,Marketing,88
3395,59,57197,2021-04-02,Marketing,97
3396,43,138775,2015-09-25,Finance,58
3397,58,108177,2020-10-01,Marketing,94
3398,30,141030,2024-07-20,HR,85
3399,42,147399,2016-05-17,Finance,93
3400,34,36273,2015-04-24,Support,62
3401,48,121228,2024-11-19,Finance,99
3402,45,122091,2020-12-17,Finance,76
3403,32,136718,2017-07-31,Support,89
3404,32,113488,2019-08-14,Support,69
3405,59,76219,2016-06-19,Support,86
3406,26,43334,2023-10-26,Marketing,57
3407,49,58527,2021-11-09,Support,63
3408,44,88008,2022-04-19,Finance,62
3409,38,40860,2019-07-23,Marketing,80
3410,54,101545,2022-04-30,Support,92
3411,22,144316,2024-03-04,HR,77
3412,60,68744,2023-04-16,Sales,84
3413,64,115990,2022-10-06,Marketing,56
3414,55,133903,2022-05-27,Marketing,52
3415,62,138198,2023-04-18,Sales,86
3416,39,62125,2021-07-12,Marketing,57
3417,34,47459,2018-02-21,Support,76
3418,50,77085,2024-10-22,Engineering,66
3419,59,111099,2017-01-27,Sales,97
3420,63,117421,2022-09-16,Sales,76
3421,25,119494,2015-10-23,Sales,91
3422,46,68931,2021-06-11,Marketing,65
3423,34,145919,2020-03-28,HR,68
3424,25,83413,2023-10-21,Support,87
3425,46,100248,2023-01-07,Sales,85
3426,43,140494,2017-12-16,HR,93
3427,29,50982,2021-01-04,Marketing,66
3428,32,40150,2024-09-06,HR,91
3429,29,142223,2019-08-09,Engineering,74
3430,56,38593,2017-01-06,Finance,64
3431,49,67381,2023-08-23,HR,93
3432,60,50595,2020-11-21,Marketing,84
3433,51,56853,2024-10-03,Sales,54
3434,35,66495,2020-01-06,Marketing,57
3435,42,60815,2017-12-12,Marketing,75
3436,39,118478,2016-08-10,Engineering,92
3437,27,85991,2015-06-10,HR,61
3438,45,63349,2017-01-12,Marketing,69
3439,22,81990,2016-07-07,HR,58
3440,46,129279,2015-01-09,Support,95
3441,39,74223,2024-03-08,Engineering,57
3442,37,98274,2015-08-18,Engineering,63
3443,56,121428,2016-05-15,Sales,99
3444,51,45690,2023-08-31,Support,89
3445,50,42062,2015-03-11,Support,93
3446,51,40481,2023-12-23,Finance,56
3447,40,58205,2020-04-21,HR,56
3448,42,40940,2024-03-01,HR,52
3449,55,119299,2022-08-30,Engineering,83
3450,61,50607,2023-02-20,Support,93
3451,47,104554,2023-03-29,HR,59
3452,52,45187,2023-01-15,Engineering,67
3453,62,49563,2018-09-16,Engineering,76
3454,53,97262,2018-05-01,Engineering,72
3455,49,87225,2022-06-19,Marketing,60
3456,55,47221,2018-05-25,Marketing,90
3457,64,57937,2019-05-24,Finance,85
3458,54,71831,2018-01-06,Engineering,61
3459,38,132951,2020-06-22,Sales,68
3460,20,73601,2015-04-26,Finance,68
3461,64,99893,2022-03-18,Sales,65
3462,25,78367,2019-02-14,Finance,67
3463,60,137814,2024-02-29,Finance,98
3464,29,39964,2016-08-24,Sales,59
3465,24,112797,2019-01-26,Marketing,50
3466,53,57412,2020-05-14,HR,86
3467,41,91750,2020-09-28,Engineering,74
3468,24,65454,2024-07-28,Marketing,91
3469,34,57228,2022-09-23,Marketing,79
3470,24,97808,2020-06-01,HR,56
3471,41,118074,2023-02-06,Marketing,58
3472,29,87378,2022-09-19,Finance,53
3473,53,98827,2019-12-21,Support,62
3474,40,132994,2016-11-21,Support,91
3475,54,140502,2021-05-12,Finance,73
3476,33,135824,2018-02-24,Sales,61
3477,51,72438,2019-08-02,Sales,60
3478,48,125359,2018-06-08,Sales,62
3479,48,117937,2018-07-15,Engineering,88
3480,32,49768,2021-05-15,Sales,60
3481,51,105622,2015-08-19,HR,53
3482,28,111948,2022-07-12,Engineering,51
3483,33,72406,2023-03-28,Support,62
3484,54,140160,2019-11-22,HR,70
3485,61,117675,2015-09-16,Finance,68
3486,24,74645,2018-11-14,Engineering,57
3487,30,36372,2015-02-27,HR,51
3488,58,115501,2022-03-15,Support,60
3489,41,140533,2021-05-12,Engineering,75
3490,24,140584,2016-07-25,Engineering,88
3491,36,46709,2016-01-28,Support,92
3492,46,45210,2023-03-22,HR,88
3493,19,68674,2021-07-12,Engineering,53
3494,23,50080,2017-12-17,HR,86
3495,45,69709,2020-06-10,Sales,56
