ID,Age,Salary,JoinDate,Department,Score
1703,49,145667,2016-06-11,,50
1704,56,24471,2023-10-05,human resources,92
1705,35,abc,2015-10-28,Marketing,72
1706,24,54153,2021-12-11,Engineering, 85 
1707,48,50000 ,2023-12-26,Sales,69
1708,33,91556,2024/05/01,Sales,75
1709, 30 ,92703,2018-02-15,Support,84
1710,56,2417448,2022-12-15,MKT,71
1711,,99285,2015-08-07,,82
1712,20,$60000, 2023-07-10 ,MKT,94
1713,,126267,2016-01-30,human resources,85
84,43,24239,2023-12-16,Support,190
1715,twenty five,56505,2022-10-30,,93
1716,58,127855,2023-03-06,HR,100
1717,twenty five,119476,2015-01-12,human resources,NaN
1718,138,78775,,Marketing,53
1719,45,36943,2022-03-10,sales,91
1720,,149556, 2023-07-10 ,HR,
135,47,111241,2024-08-13,sales,52
367,twenty five,84618,2017-11-21,,185
1723,39,50000 ,2016-05-09,Support!!,72
1724,43,,2019-02-28, SALES ,53
1725,twenty five,38289,2015-05-05,Engg,90
1726,,67968,2015-10-18,human resources,
1727,24,50000 ,2019-03-10, SALES ,63
1728,34,54631,2017-05-25,sales,79
1729,54,$60000,2020-12-17,Engineering,75
1730,25,abc,2017-12-16,Support,85
1731,29,110972,2023-12-27,Support!!,55
1732,24,51705,not_a_date,Support!!, 85 
1733,54,37481,not_a_date,,87
1734,33,49338,2018-10-17,Support, 85 
1735,54,49878,2020-10-15,Hr,185
1736,27,$60000,2018-08-08,,94
1737,46,99868,2024/05/01,HR,NaN
1738,29,101974,2016-06-09,Engg,63
1739,20,59156,2024-01-01,Engg,53
1740,28,37730, 2023-07-10 ,,69
1741,twenty five,86366,2019-09-18, SALES ,77
1742,twenty five,148727,2023-11-26,,96
1743, 30 ,33695,2021-08-01,Support!!,97
1744, 30 ,$60000,2021-08-10,Support!!,50
1745,31,134346,not_a_date, SALES ,66
1746, 30 ,89948,2022-05-29,,85
1747,32,117165,2024-10-26, SALES ,83
1748,58,80436,2020-07-06,sales,58
1749,48,147471,,Marketing,96
1750,41,148390,2024-10-02,Hr,70
1751,54,135814,2015-01-16,,NaN
1752,,37355,32/13/2020,human resources,76
1753,51,118514,2020-07-14,human resources,NaN
1754,46,74385,2016-06-27,Hr,76
1755,,54080,2021-08-08,MKT,
1756,19,abc,2015-06-21,Support!!,
1757,179,$60000,2019-08-12,,84
1758, 30 ,121824,2024/05/01,Sales,88
1759,26,40035,not_a_date,human resources,69
1760,twenty five,149480,2015-02-28,MKT,64
1761,55,25918,2019-11-06,Sales, 85 
1762,40,119969,2018-02-22,MKT,269
1763,46,89807,2021-11-02,human resources,NaN
1764,30,114884,2018-08-03,,94
1765,28,42061,2023-04-07,Support,89
1766,48,32931,2017-02-27,Support!!,87
1767,59,137115,2020-04-03,Marketing,
1768,44,23067,2017-08-22, SALES ,NaN
1769,19,49884,2021-06-05,Sales,67
1770,46,56774,2020-01-04,MKT,NaN
1771, 30 ,91387,2015-06-12,,54
1772,21,86837,2022-01-12,Engineering,63
1773,31,145761,2019-06-21,sales,93
1774,56,116760,2024-01-20,Marketing,91
1775,59,,2022-04-11,,74
1776,21,3458434,2024/05/01, SALES ,64
1777,45,79522,32/13/2020,Sales,82
1778,32,110507,,Engg,92
1779,39,120615,2015-05-15,human resources,89
1780,63,abc,2021-01-10,HR,69
1781,24,148159,2024-07-17,Sales,78
1782,52,96386,2024-10-14,Engg,59
1783,40,3149069,2018-04-16,Sales,77
1784,22,100367,2023-07-04,Engg,72
1785,28,39307,2016-03-03,Marketing,63
1786,39,106755,2024-03-19,HR,74
1787,147,,2019-05-13,Sales,NaN
1788,64,95012,2022-04-17,sales,-10
1789,22,30082,2019-07-15,MKT,68
1790,37,70672,2022-11-28,MKT,NaN
1791,26,36433,2022-06-14,Support,51
1792,65,96695,2017-02-05,sales,78
1793,44,20196,2023-05-17,Engineering,65
1794,32,25192,2017-05-05,Support!!,76
1795,twenty five,62912,2018-02-04,,75
1796,40,71832,2018-06-12, SALES ,NaN
1797, 30 ,116346,2021-11-13,Support,60
1798,34,126416,2024/05/01,human resources,71
1799,35,53530,2020-05-24, SALES ,64
1800,32,56174,2022-10-20,sales,
1801, 30 ,97286,2015-09-18, SALES ,-10
1802,45,26785,2019-03-12,Marketing, 85 
1803,55,31050,,Marketing,50
1804,24,102688,2018-05-18, SALES ,76
1805,twenty five,52032,2019-03-05,Hr,61
1806, 30 ,104807,2022-10-19,Sales,58
1807,,24806,2017-11-14,human resources,51
1808,31,36872,2018-02-12,Sales,-10
1809,twenty five,$60000,2015-07-09,,66
1810,30,,2016-04-23,,-10
1811,,2276239,2018-05-05,MKT,61
1812,35,50000 ,,Support,65
1813,41,50415,2023-09-07,sales,75
1814,35,145886,2017-10-05,,NaN
1815,41,96232,2018-03-27,VeryLongDepartmentName123,75
1816,,111712, 2023-07-10 ,VeryLongDepartmentName123,71
1817,twenty five,59034,2015-12-02, SALES ,94
1818,32,$60000,2018-09-07,Marketing,-10
402,27,103743,2023-06-08,VeryLongDepartmentName123,54
1820,50,122447,2022-10-16,Engg,NaN
1821,48,121353,2018-01-26,Marketing,85
1822,42,35443,2018-03-15,Engineering,69
1823,150,149957,2019-05-11,,75
1824,,125712,2018-05-16,Sales,66
1825,25,139412,2021-05-12,Engg,93
350,,1465305,2024/05/01,Sales,65
1827,23,abc,2022-06-20,Engineering,67
1828, 30 ,31614,2023-03-03,,52
1829,twenty five,113110,2015-12-07,,91
1830, 30 ,74656,2021-02-07,Sales,88
150,30,142491,2017-12-05,VeryLongDepartmentName123,
1832,60,141653,2024/05/01,Engineering,80
1833,25,$60000,2018-06-21,VeryLongDepartmentName123,79
1834,51,57922,2024/05/01,Engg,81
1835,31,86856,2018-04-21,,65
1836,49,106195,2024/05/01,Hr,57
1837,23,140596,2019-11-10,Support,-10
1838,143,116940,2015-01-09, SALES , 85 
1839,56,50000 ,2021-10-12,Hr,88
1840,55,64660,2022-06-10,VeryLongDepartmentName123,99
1841,64,2911280,2019-01-21,Engineering,73
1842,105,4518317,2019-09-21,, 85 
1843,twenty five,108121,2024-01-08,,
209,25,106455,not_a_date,Marketing,
1845,27,99429,2015-05-11,Sales,-10
1846,56,65485,32/13/2020,HR,60
1847,51,35421,2022-06-16,human resources,88
1848, 30 ,abc,2024-09-20,Support!!,89
1849,24,3750567,2020-02-04,Hr,61
1850,57,119091,2021-04-09,Support,64
1851,,101338,2019-12-27,Hr,50
1852,40,97641,2023-08-13,Sales, 85 
215,21,40083,2021-02-03,Engineering,50
1854,twenty five,137136,32/13/2020, SALES ,
1855, 30 ,103233,2017-03-07,Engg,60
1856,twenty five,139196,2024-10-29,,
1857,132,55901,2016-05-31,Hr,75
1858,47,141656,2024-05-09,Engg,246
1859,,abc,2019-01-09, SALES ,84
1860,20,38326,2017-01-22,VeryLongDepartmentName123,56
1861,,2266828,2016-12-25,VeryLongDepartmentName123,87
1862,48,,2023-06-06,Sales,87
1863,40,1775722,2015-07-19,sales,63
1864,23,$60000,2024/05/01,Support,
1865,61,87387,2021-09-22,Hr,89
1866,129,37919,,Support,100
1867,36,, 2023-07-10 ,sales,72
1868,23,76086,2018-10-24,Sales,91
1869, 30 ,$60000,2021-02-20,Sales,89
1870,26,109096, 2023-07-10 ,,
1871,52,,2020-10-17,Support!!,64
1872,,99465,2017-09-29,Engg,84
1873,62,abc,2022-05-22,Support,63
1874,63,92580,2020-07-28,Engineering,295
1875,51,23975,2018-12-17, SALES ,61
1876,,61408,not_a_date,Engg,98
1877,twenty five,40937,2024/05/01,Hr,51
1878,44,74893,2018-09-29,,53
1879,44,,2015-03-31,MKT,66
1880, 30 ,122574,2015-01-18, SALES ,NaN
1881,62,147463,2020-03-14,,-10
1882,31,37557,2024/05/01,Support, 85 
1883, 30 ,111582,2020-06-22,Engineering,
1884, 30 ,75881,2024-04-04, SALES ,96
1885,26,50000 ,not_a_date,Engineering,100
1886,49,111398,2024-07-21,human resources,68
1887,117,$60000,not_a_date, SALES ,55
1888,31,58243,32/13/2020,,53
1889,58,57465,2015-09-08,Hr,219
1890,,$60000,2024/05/01,Support,70
1891,21,142080,2020-01-07,sales,52
1892,twenty five,73057,2021-04-07,Support,56
1893,42,75364,2024/05/01,Engg,97
1894,twenty five,114295,2018-09-25,Marketing,245
1895,38,abc,2017-09-07,HR,
1896,twenty five,$60000,2018-01-01,VeryLongDepartmentName123,88
1897,,40655,2020-05-15,,91
1898,65,,2018-05-13,Engineering,-10
1899,54,$60000,,,60
1900,65,50000 ,not_a_date,Support!!,74
1901,56,,2016-07-30,HR,93
1902,62,32312,2023-10-16,Support!!,87
1903,57,72774,2018-04-27,Sales,65
1904,102,130051,2022-07-25,Engineering,NaN
1905,62,51965,2020-02-22,Sales,65
1906,58,abc,2016-01-29,Sales,59
1907,twenty five,47385,,VeryLongDepartmentName123,63
1908,31,98659,2024/05/01,Engineering,295
1909,58,,not_a_date,sales,76
1910,37,132500,2016-11-12,Support!!,81
1911,27,26505,2023-05-15,Engineering,87
393,,$60000,2024-11-09,Support,70
1913,63,126407,2015-02-22,Sales,83
1914,twenty five,126108,2020-12-17,Sales,64
1915,56,26628,2015-07-22,VeryLongDepartmentName123,76
1916,28,87088,2016-07-28, SALES ,72
1917,62,130992,2023-01-19,HR,172
1918,33,85168,2021-12-09,Marketing,-10
1919,twenty five,73502,2022-04-06,Sales,81
1920,48,106271,2017-06-06,Engineering,92
1921,43,41163,2016-12-05,MKT,77
1922,,144466,2018-08-23, SALES ,88
1923,18,51698,2021-01-02,sales,80
1924,56,23268,2021-03-31,human resources,97
1925,twenty five,70794,2021-07-14,HR,58
1926,23,104972,2018-06-17,Marketing, 85 
1927,29,103702,2020-01-06,Marketing,53
1928,55,$60000, 2023-07-10 ,Sales,90
141,19,65171,2016-10-25,HR,57
1930,19,103746,not_a_date,,91
1931,54,$60000,2022-02-14,Support!!,94
1932,twenty five,68166,2020-07-24,Hr,81
1933,41,28596,2019-10-24,VeryLongDepartmentName123,76
1934,35,93605,2022-06-01,VeryLongDepartmentName123,90
1935,twenty five,51501, 2023-07-10 ,,80
261,twenty five,48631,2017-10-28,Hr,94
1937,64,27808,2015-05-11,MKT,NaN
1938,35,99103,2023-07-04,Support!!, 85 
1939,58,102429,2024/05/01,VeryLongDepartmentName123,71
1940,61,20637,2015-04-05,Support,
1941,56,108124,not_a_date,, 85 
1942,114,,2024-12-03,Engg,93
1943,62,49287, 2023-07-10 ,Support,72
1944,58,30593,2018-05-31,human resources,64
1945,44,37788,2017-10-10,Engg,
1946,41,119941,2023-07-15,Engineering,NaN
132,59,50000 ,2019-10-03,MKT,77
1948,22,27774,2022-12-27,human resources,
1949,32,,not_a_date,,83
1950,23,27495,2024-02-24,HR,93
1951,24,abc,2019-03-31,Engg,166
1952,195,$60000,2017-10-15,Engineering,89
1953,60,35558,2018-08-06,Sales,57
1954,177,48000,2024-08-12,,55
1955,57,50000 ,2015-11-06,,NaN
1956,40,79142, 2023-07-10 ,Hr,62
1957,,69451,2017-09-26,Marketing,63
1958,21,72398,2015-07-13,HR,-10
1959,62,101976,2023-02-11, SALES ,56
455,46,abc,32/13/2020,Engineering,60
1961,53,42781,2023-04-20,HR,93
1962,44,51137,2022-06-27,Support,97
1963,55,76152,2020-05-28,Sales, 85 
1964,47,50000 ,2015-04-23,,70
1965,158,50000 ,32/13/2020,,73
1966,40,98648,2020-08-03,sales,93
1967,50,4146078,2019-06-30,sales,74
1968,46,80131,2024/05/01,Engg,52
1969,63,146014,2023-10-31,Engineering,63
1970,25,122122,2016-12-14,Support,68
1971,52,2767891,2024-06-09,Hr,86
1972,31,145998,32/13/2020,Marketing,91
1973,23,43740,2023-09-28,Support!!,60
1974,32,abc,2022-09-09, SALES ,NaN
1975,50,50000 ,2021-07-17,,80
1976,64,50000 ,2021-07-10,MKT,58
1977,twenty five,66654,2021-03-14,MKT,50
1978,61,73265,,HR,73
1979,44,99796,2024/05/01,Marketing,63
1980,55,50000 ,2016-04-11,,77
1981,62,125182,2022-10-01,,83
1982,20,27377,2016-10-31,MKT,99
1983,33,91848,2016-09-19,Engg,59
1984,39,29140,2023-04-19, SALES ,54
1985,29,$60000,2019-07-21,,75
1986,24,92726,2016-01-20,human resources,88
1987,60,101495,2019-10-22,Support!!,100
1988,64,100121,2022-11-17,sales,62
1989,22,50000 ,,Engg,57
1990,32,,not_a_date,Support!!,83
1991,21,44225,32/13/2020,Hr,56
1992,137,55487,2022-06-29,Sales,221
308,62,$60000,2022-05-16,sales,50
1994,twenty five,101270,not_a_date,Engg,90
1995,57,43472,2022-06-26,VeryLongDepartmentName123,
1996, 30 ,,2022-12-22,Engineering,77
1997,32,abc,2022-01-04,,51
1998,26,39503,,Support,67
1999,52,53731,2016-02-24,Support!!,89
2000,41,,2019-04-21,MKT,51
2001,19,147674,2022-02-08,VeryLongDepartmentName123,80
2002,56,,2024-05-31,,66
2003,53,64593,2024/05/01,Engg,97
2004,51,97207,2017-11-23,Engg,79
2005,45,abc,2015-12-03,sales,66
2006,twenty five,76640,2022-04-27,human resources,77
2007,60,114791,32/13/2020,Support!!,90
2008,35,104634,2019-08-01,,64
2009,105,76968,2022-11-19,Marketing,78
2010,61,134202,2019-10-19,Support!!,69
2011,33,,2024-08-21,Marketing,-10
2012,19,38520,2019-03-26,MKT,89
2013, 30 ,$60000,2020-11-17,Engineering,
2014,,abc, 2023-07-10 ,MKT,88
2015,65,39731,,Support,97
2016,46,80422,2016-12-09,Support,75
2017, 30 ,136192,2020-07-24,Hr,73
2018,36,38132,2017-02-18,Engg,51
2019,44,abc,,Engineering,-10
2020,138,105424,2024/05/01,MKT,52
2021,twenty five,86353,32/13/2020,Support!!,237
2022,,37056,2015-05-11,Support,52
2023,22,abc,2022-06-19,human resources, 85 
2024,43,31372,32/13/2020,Marketing,67
2025,48,86941,2019-07-31,Marketing,NaN
2026,42,50000 ,2022-12-26, SALES ,88
2027,22,, 2023-07-10 , SALES ,68
2028,61,42902,2016-09-29,human resources,84
2029,46,50000 ,,Support!!,66
2030,116,99391,2016-11-12,VeryLongDepartmentName123,80
2031,65,73252,2024-09-21,,63
2032,,69006,,,72
2033,41,84088,2018-11-08,VeryLongDepartmentName123,83
2034,53,125860,2024-09-14,sales,89
2035,24,119903, 2023-07-10 ,,84
2036,,42681,2016-02-26,Support!!,97
2037,24,40281,2018-04-24,sales,55
2038,40,144815,2015-06-09,HR,NaN
2039,21,67259,2022-06-11,,97
2040,37,122640,2017-01-22,MKT,-10
2041,21,142543,2024-01-05,sales,94
2042,23,136416,2023-02-24,Marketing,183
2043,27,36507,2022-02-05,,75
2044,42,,2024/05/01,,50
2045,58,103040,2023-07-11, SALES ,
2046,60,93250,2023-03-30, SALES ,57
2047,,63408,2024-12-02,VeryLongDepartmentName123,59
2048,twenty five,42741,2017-01-15,Hr,69
2049,43,25460,2017-11-19,,87
2050,34,1147963,2018-12-22,Engineering,81
2051,42,139448,2017-08-31,sales,53
2052,19,124774,2021-03-27,Engineering,87
2053,57,47173, 2023-07-10 ,Support!!,98
2054, 30 ,$60000,,,64
2055,171,73587,2020-04-26,,58
2056, 30 ,87773,2020-12-05,Support!!,71
2057,28,106825,2024-10-14,VeryLongDepartmentName123,95
2058,51,,2020-09-19,Marketing,69
2059,58,3107142,2021-03-09,HR,86
2060,23,30637,2018-11-12,Support,60
2061,52,31401, 2023-07-10 ,Hr,60
2062,38,75627,2018-01-03,MKT,54
2063,25,98492, 2023-07-10 ,Sales,72
2064,43,31254,2021-06-15,Engg,189
2065,65,98669,2019-08-08,Marketing,99
2066,59,147248,not_a_date,HR,291
2067, 30 ,83697,2018-08-29,Hr,72
2068,twenty five,$60000,2022-02-05,Support!!, 85 
2069,37,50000 ,2024/05/01,,90
2070,20,144420,2023-02-07,VeryLongDepartmentName123,51
2071,53,70630,2017-06-10,MKT,82
2072, 30 ,128945,2015-12-03,Support,56
2073,41,110176,32/13/2020,MKT,93
2074,51,87810,2022-06-08,MKT,77
2075,48,115064, 2023-07-10 ,HR,NaN
2076,twenty five,,2024/05/01,Hr,94
2077, 30 ,80792,2022-06-12,human resources,64
2078,57,110994,2016-12-09,human resources,71
2079,59,60503,2018-09-08,VeryLongDepartmentName123,89
2080,52,22313,2023-05-30,MKT,88
2081,24,40366,2020-12-14,,76
2082,58,59577,,,56
2083,64,52185,32/13/2020,Support!!,52
2084,41,36077,2024/05/01,,NaN
2085,20,24622,2023-11-13,Support,-10
2086,38,$60000,32/13/2020,MKT,99
2087,61,123623,2017-09-10,human resources,88
2088,26,89989,32/13/2020,,54
2089,37,147871,,,95
2090,22,144609,2024-07-30,VeryLongDepartmentName123,79
2091,45,40102,2020-10-04, SALES ,92
2092,34,38545,2023-07-25,Marketing,56
2093,,abc,2018-08-13,,60
2094,27,133396,2023-07-03,,90
2095,29,56721,2016-03-24,Marketing,98
2096,twenty five,110066,not_a_date,Marketing,-10
2097,24,132978,2017-12-01,Engineering,92
2098,131,34587,2021-01-27,HR,-10
2099,48,149942,2020-06-02,Engineering,NaN
2100,48,129882,2017-01-29,sales,-10
2101,60,126682,not_a_date,VeryLongDepartmentName123,69
2102,47,30920, 2023-07-10 ,VeryLongDepartmentName123,51
2103, 30 ,104564,not_a_date,human resources,88
2104,65,33086,2021-02-09, SALES ,50
2105,33,3509708,32/13/2020, SALES ,75
2106, 30 ,87423,2024/05/01,HR,98
2107,57,abc,32/13/2020,,66
2108,40,116259,2024-01-22,,65
2109,58,95784,2018-10-20,,NaN
2110,49,138955,2018-05-27,sales,94
2111,34,$60000,2018-08-06,HR,66
2112,43,77092,,Hr,91
2113,58,107594,2023-07-12,HR,208
2114,64,148926,2017-12-17,,69
2115,62,48471,2024-06-17,human resources,68
2116,55,95985,2024-01-02,Engg,76
2117,46,66018,2016-09-05,Marketing,NaN
2118,35,,2024/05/01,Hr,72
2119,55,$60000,2015-10-05,HR,100
2120,46,77544,2015-06-17,,76
2121,29,140953,2019-12-24,Sales,57
2122,56,105610,not_a_date,HR,
2123,twenty five,112847,,MKT,50
2124,183,62351,32/13/2020,sales,80
2125,34,92834,,,-10
2126,,138556,2015-01-27,human resources,69
2127,48,75610,2020-01-04,Marketing,52
2128,,24480,2023-01-16,VeryLongDepartmentName123,76
2129,26,88745,2024-12-06,Marketing,94
2130,44,82113,2018-06-22,Hr,
2131,48,111957,,Hr,71
2132,18,67297,2018-01-17,sales,89
2133,108,2740856,2015-03-15,, 85 
2134,46,27261,2023-08-08,human resources,62
2135,49,50000 ,2022-12-06,Support,50
2136,27,29892,2020-12-17,human resources,79
187,twenty five,147851,2015-04-24,MKT,
435,64,$60000,2020-01-18,,62
2139,55,146440,2018-08-14,,63
2140, 30 ,81164,2020-02-26,Hr,69
2141,33,,2020-10-19,VeryLongDepartmentName123,61
2142,33,112835,2016-12-04,VeryLongDepartmentName123, 85 
2143,57,41599,2019-03-22,human resources,75
2144,61,100397,not_a_date,Hr,58
2145,58,abc,2019-09-13,Support!!,NaN
2146,62,abc,2021-08-29,HR,76
2147,24,,2016-04-10,,75
2148,39,21670,2024-11-08,Marketing,64
2149,65,41441,2022-02-23,HR,93
2150,23,50000 ,2016-11-11,Engineering,79
2151,20,50000 ,2022-11-20,Support,79
2152,46,$60000,2017-11-30,Support,
2153,64,4145413,2024-02-06,,
2154,55,47788,2021-08-13,,NaN
2155,33,32924,,HR, 85 
2156,24,1749578,2024/05/01,Marketing,79
2157,38,36451,2018-08-30,sales,73
2158,21,54966,2015-08-03,Hr,93
2159,23,abc,32/13/2020,HR,99
2160,64,22794,2017-07-03,Support!!,66
2161,48,132501,2020-07-25,sales,61
2162,183,2031930,2016-07-03,,95
2163,38,60981,2015-06-20,human resources,82
2164,46,,,Sales,87
23,44,116033,2020-06-11,,56
2166,twenty five,51860,2019-07-28,Marketing,55
2167,56,106617,2019-06-28,,74
2168,,113655,2021-03-19,sales,90
2169,19,$60000,2020-12-25,HR,83
2170,41,abc,2019-08-14,Engg,66
2171,64,133822,2020-07-05,VeryLongDepartmentName123,72
2172,41,abc,2016-01-02,Marketing,
17,40,48039,2022-11-21,Engg,
2174,24,4283153,2021-02-20,Engg,93
2175,107,abc,2018-11-02,Hr,97
2176,53,85008,2017-08-28,Marketing,NaN
2177,101,$60000,2024/05/01,sales,89
2178,63,94467,2019-08-18,human resources,59
2179,49,40547,2020-01-27,,
2180,116,81354,2016-02-23, SALES ,83
2181, 30 ,50000 ,2018-10-11,sales,95
2182,,121098,2021-11-20,Sales,62
2183,57,126432,2018-05-25,Hr,153
2184,43,4037460,2018-05-14,human resources,57
2185,twenty five,140597,2021-10-11,,74
2186,23,117564,2024-02-19,MKT,74
2187,176,92379,2018-03-31,sales,206
2188, 30 ,144358,2022-10-27,Support!!,57
2189,185,74273,2018-01-30,,68
2190,22,abc,2018-01-18,human resources,59
2191,21,,2020-01-17,Hr,83
2192,56,147096,not_a_date,,54
198,twenty five,112120,2018-11-25,Engg,75
2194,39,41724,2018-08-12,Engineering,NaN
2195,37,103306,2020-10-26,MKT,67
2196,24,79768,2023-06-14,sales,98
2197,37,126938,2016-02-27,sales, 85 
2198,21,abc,32/13/2020,human resources,64
2199,60,111924,2016-10-24,HR,93
109,18,60778,2021-07-26,MKT,72
2201, 30 ,50848,2017-06-05,MKT,59
2202,30,127830,2019-03-21,,59
2203,60,149896,not_a_date,,74
2204,155,,2021-10-24, SALES ,71
358,41,72513,2020-12-31,Support!!,264
2206,49,98551, 2023-07-10 , SALES ,75
2207,41,131705,2022-04-10,MKT,50
42,21,29673,2024/05/01,Engg,293
2209,23,, 2023-07-10 ,Marketing,62
2210,54,109993,2024-03-12,Marketing, 85 
2211,107,136518,2017-09-30,Support,96
2212,56,135184,not_a_date,,75
2213,58,49274,not_a_date,Engineering,77
2214, 30 ,80613,not_a_date, SALES ,95
2215,184,39553,2024-01-11,Engineering,-10
2216,57,41681,2021-11-23,Engineering, 85 
2217,63,34806,2016-04-20,sales,NaN
2218,38,130219,2018-11-25,MKT,74
2219,48,abc,not_a_date,Sales,65
2220,twenty five,,2018-05-01,sales,151
2221,49,4227776,2021-09-30,,70
2222,27,109415,,Support,79
364,154,76503,32/13/2020,Marketing,68
2224,33,111675,2016-11-11,Support,NaN
2225,twenty five,46571,,HR,98
2226,52,50000 ,2021-03-04,Hr,93
2227, 30 ,47438,2015-09-29, SALES ,55
2228,23,abc,2017-11-14,Support!!,61
2229,21,abc, 2023-07-10 ,Marketing,62
2230,58,63370,2024-01-18,Engineering,-10
311,32,122833,2024-05-17,Marketing,
2232,147,28424,2021-07-04,Engg,68
2233,24,84199,2024/05/01,Engineering,87
2234,38,146395,2021-06-05,Support!!,99
2235,41,,2021-03-13,VeryLongDepartmentName123,85
2236,37,117015,2024-07-17,Support!!,61
2237,186,26124,2024-02-29,human resources,61
2238,29,1169352,2015-03-18,HR,72
2239, 30 ,76592,2024-07-11,,
2240,36,135249, 2023-07-10 ,,70
2241,23,3854724,2017-07-04,Sales,79
2242,38,31503,2024/05/01,VeryLongDepartmentName123,52
2243,28,46400,2021-09-03,,-10
2244,22,95729,2021-12-03,Support!!,81
2245,,118972,2024-11-29,,90
2246,21,48878,2020-06-12,Support!!,59
2247,53,87178,32/13/2020,,94
2248,63,57298,2021-11-10,,70
2249,184,25664,2024-04-15, SALES , 85 
2250,37,94454,2015-05-07,VeryLongDepartmentName123,-10
2251,51,133012,2020-03-07,,73
2252,32,74609,2021-03-11,sales,63
2253,62,105479, 2023-07-10 ,,56
2254,38,20342,2017-06-11,Engineering,
2255,,97053,2021-03-20,human resources,64
2256,38,61099,2018-09-17,,59
2257,,29808,2021-11-13,human resources,299
2258,20,1624097,2015-10-29,HR,229
2259,,141526,2022-02-13, SALES ,70
377,28,90912, 2023-07-10 ,Support,68
2261,62,62446,2021-07-06,human resources,63
2262,49,108101,2017-06-05,HR,62
2263,twenty five,111000,2019-06-28,MKT,77
2264,,69089,2019-06-29,sales,79
370,29,,2015-05-16,Engg,57
2266,30,127203,2022-02-14,,74
2267,118,40921,2015-06-22,,
2268,35,61360,2018-08-20,Engg,78
2269,,87967,2023-04-30,Sales,86
2270,44,38003,2020-07-04,Engineering,94
2271,34,53694,2016-12-25,human resources,79
2272,52,126229,2018-01-21,Engineering,99
2273, 30 ,144976,2016-09-27,Engineering,58
2274,22,53706,2015-01-06,human resources,-10
2275,63,124188, 2023-07-10 ,Engineering,86
2276, 30 ,135358,2017-12-11, SALES ,242
2277,19,148070,2017-12-07,Marketing,94
2278,64,137756,2015-06-11,Engg,53
2279,,115945,2020-01-30,Support!!,92
2280, 30 ,1002113,2020-07-26,Marketing,
25,54,141934, 2023-07-10 ,MKT, 85 
2282,56,108400,2024-08-23,VeryLongDepartmentName123,77
2283,34,,2022-08-19,MKT,60
2284,151,abc,2023-10-29,Support,62
2285,twenty five,71835,2023-10-14,Support,57
2286,51,31587,2018-05-18,MKT,83
2287,23,24569,32/13/2020,Marketing,75
2288,46,77243,32/13/2020,,NaN
2289,23,87905,2024-08-30,sales,77
2290,64,,2024/05/01,Engineering,53
2291,59,89713,2015-06-13,VeryLongDepartmentName123,76
2292,49,abc,2021-02-17,,80
2293,27,125429,2022-08-29,Hr,288
2294,47,91780,2023-11-28,VeryLongDepartmentName123,61
2295,35,,2024-05-29,Engineering,89
2296,48,50000 ,2023-07-04,Hr,54
2297,62,136722,2021-10-02,Engineering,54
2298,,,2024/05/01,Hr,65
2299,22,125292,not_a_date,Support!!,79
215,39,33387, 2023-07-10 , SALES ,78
2301,twenty five,105026,,,72
2302,31,50000 ,,Marketing,76
2303,50,50362,2022-12-12,,51
2304,39,139913,2021-01-22,Engineering,299
2305,63,43016,2016-10-02,Support!!,52
2306,,50000 ,2020-02-29,sales,
2307,51,2228846,2021-02-10,Engineering,94
2308,51,23808,2023-02-06,Marketing,67
2309,,,2018-11-22,,71
2310,26,79364,2023-08-09,Sales,71
2311,21,48917,2024-04-01, SALES ,78
2312,34,39974,2018-04-04,VeryLongDepartmentName123,100
2313,47,105097,2021-04-04,Marketing,76
2314,47,123123,2021-10-29,Sales,66
2315,31,44564,2024/05/01,MKT,94
2316,28,143209,2021-08-25,Support,52
2317,38,$60000,not_a_date,MKT,65
2318,twenty five,abc,2015-08-07,human resources, 85 
60,127,4389485, 2023-07-10 ,Support,NaN
2320,45,111335,2018-04-26,human resources,89
2321,38,$60000, 2023-07-10 ,Support,-10
2322,57,abc,2022-06-07,VeryLongDepartmentName123,53
2323,50,71689,2024-10-18,sales,197
2324,21,$60000,2019-04-29,,51
2325,21,109548, 2023-07-10 ,VeryLongDepartmentName123,68
2326,29,77213,2017-08-14,MKT, 85 
2327,60,61547,2022-12-07,Sales,66
2328,38,50000 ,2021-08-31,HR,-10
2329, 30 ,110689,2019-10-18,Marketing,
2330,27,23397,2017-04-14,Marketing,207
2331, 30 ,92883,2022-12-23,sales,69
2332, 30 ,97344,2015-10-15,Support,85
2333,,133059,2015-08-09,Hr,55
336,54,50000 ,2018-04-05,Sales, 85 
2335,33,97651,2020-07-12,sales,75
2336,63,105592,2020-02-25,,74
2337,50,$60000,2015-08-13,human resources,51
2338,31,80510,2024/05/01,MKT,75
2339,26,$60000,,sales,50
2340,22,3751313,not_a_date,Hr,75
2341,36,88961, 2023-07-10 , SALES ,96
296,123,38530,2018-10-15,Support!!,57
2343,19,88076,not_a_date,Engineering,63
2344,54,,32/13/2020,Support!!,255
2345,35,143696,,HR,NaN
2346,28,24891,2024/05/01,Hr, 85 
2347,29,113236,2024-12-31,sales,57
2348,42,41808,2015-04-01,,90
2349,twenty five,118705,2023-09-26,,67
2350,61,56806,2018-12-21,Support,
2351,44,,2019-03-22,,93
2352,46,71193,2020-12-31,human resources,70
2353, 30 ,$60000,2019-07-23,Support,54
