"ID","Age","Salary","JoinDate","Department","Score","Salary_missing_flag"
1526,51,NA,NA,"Marketing",57,1
1527,49,"abc",2021-06-19,"Support!!",60,0
1528,41,"75735",2017-06-24,"Engg",85,0
1529,64,"$60000",2023-07-10,"Engineering",77,0
1530,30,"82168",NA,"human resources",52,0
1531,52,"114002",NA,"Sales",77,0
1532,51,"72698",2015-11-20,"HR",88,0
1533,57,"abc",2024-10-19,"Engg",68,0
1534,42,"2575269",NA,"Engg",65,0
1535,42,"81805",2020-06-14,"Engg",99,0
1536,33,"69507",2024-01-20,"Engg",95,0
1537,38,"50000 ",2018-05-12,"Engineering",57,0
343,42,NA,2019-09-26," SALES ",100,1
1539,55,"47710",2021-06-13,"Engg",66,0
1540,62,"42692",2024-08-16,"Hr",67,0
1541,33,"90469",2016-07-10,"Engg",62,0
496,25,"129988",2023-09-13,"Support!!",77,0
1543,31,"117964",2017-06-30,"Support!!",98,0
1544,18,"34774",2023-07-10,"Engg",77,0
1545,20,NA,2015-12-15,"MKT",58,1
389,42,"55666",2016-10-15,"Hr",91,0
1547,37,"38900",NA,"Sales",97,0
1548,29,"2565290",NA," SALES ",85,0
1549,24,"24645",2020-11-23,"Engineering",77,0
280,28,"122109",NA,"Engg",76,0
1551,44,"21307",2021-10-13,"human resources",77,0
1552,42,"44839",2022-05-04,"Engg",77,0
1553,30,"4710279",2020-07-23,"Sales",95,0
1554,49,"34543",2020-02-06,"Hr",59,0
1555,26,"$60000",NA," SALES ",63,0
1556,55,"78468",2024-11-27," SALES ",77,0
1557,32,"30341",2024-03-05,"Hr",85,0
1558,52,"37224",2023-07-10,"sales",55,0
1559,62,"90236",2020-05-15,"Marketing",58,0
1560,50,"53923",2017-08-03,"Engg",86,0
1561,30,"25716",2023-04-07,"Support!!",99,0
1562,64,"122946",2018-02-15,"Marketing",78,0
1563,42,"55955",2023-07-10,"Engg",77,0
1564,65,"abc",2023-07-16,"HR",29.5,0
1565,43,"100240",NA,"MKT",57,0
1566,43,"102283",2016-07-22,"Support",97,0
1567,54,"100973",2021-01-28,"Engg",55,0
1568,34,"70922",2021-08-11,"Marketing",67,0
1569,23,"31162",NA,"Marketing",71,0
1570,54,"$60000",NA,"human resources",77,0
165,34,"55826",2019-12-14," SALES ",29.5,0
1572,42,"32006",2016-07-18,"Support",99,0
1573,43,"85640",NA,"Support!!",100,0
1574,28,"4903018",2015-03-13," SALES ",85,0
1575,53,"29102",2023-07-10,"human resources",85,0
1576,21,"80902",2015-04-07,"Sales",83,0
1577,42,"$60000",2018-12-08,"sales",66,0
1578,42,"145268",2023-03-12,"VeryLongDepartmentName123",96,0
449,42,"48673",2019-04-18,"Engg",71,0
1580,58,"60517",2017-11-28,"HR",55,0
1581,87.5,"36543",2017-01-20,"Engineering",76,0
1582,43,"56183",2021-12-20,"VeryLongDepartmentName123",78,0
1583,42,"95783",2019-01-21,"Sales",56,0
1584,37,"abc",NA,"Hr",97,0
1585,27,"76731",2023-07-10,"Engg",86,0
1586,35,"31526",2023-07-10,"Support!!",84,0
1587,18,"60202",2021-07-31,"Engg",82,0
1588,35,"23040",2024-09-17,"Engg",56,0
1589,87.5,"56564",2017-02-02,"HR",53,0
1590,33,"$60000",2019-04-27,"Sales",85,0
1591,55,"26487",NA,"Sales",77,0
1592,49,"81162",2019-08-27,"Sales",98,0
1593,40,"118468",2017-11-24,"sales",90,0
1594,18,"1505331",NA," SALES ",77,0
1595,18,"98478",NA,"Engg",57,0
1596,48,NA,2023-07-03,"MKT",77,1
1597,32,"93355",2024-09-06," SALES ",85,0
1598,50,"abc",2017-03-06,"Engg",77,0
1599,20,"120062",2024-06-30,"Engg",51,0
1600,22,"52231",2019-02-02,"Support!!",97,0
1601,42,"21264",2017-06-10,"Engg",100,0
1602,25,"95744",NA,"Marketing",100,0
1603,22,"49967",NA,"VeryLongDepartmentName123",73,0
1604,62,"52121",2021-11-21,"Engg",55,0
1605,35,"120756",2024-03-13,"Engg",57,0
1606,65,"37932",2020-01-14,"VeryLongDepartmentName123",58,0
1607,50,"40285",2022-03-04,"Sales",85,0
1608,45,"68471",NA,"Engg",78,0
1609,30,"125579",2020-05-22,"Marketing",96,0
1610,32,"136479",2019-12-17,"Engg",95,0
1611,30,"2393896",2016-08-27,"VeryLongDepartmentName123",69,0
1612,26,"69446",NA,"sales",63,0
1613,26,"50000 ",2024-05-16,"Engg",92,0
1614,51,"43116",2023-10-01,"human resources",100,0
1615,56,"95721",2018-09-02,"MKT",99,0
99,44,"85561",2020-08-09,"Support!!",77,0
1617,33,"39288",NA,"Engg",63,0
1618,42,"83195",2019-02-28,"Support",81,0
1619,28,"34944",NA,"Engineering",100,0
1620,18,"43484",NA,"Support!!",50,0
1621,35,"4476345",2021-02-15,"Engg",55,0
1622,20,"143386",NA,"HR",61,0
1623,25,"93819",2019-11-10,"HR",86,0
204,87.5,"149320",2022-11-02,"MKT",85,0
1625,23,"127773",2023-07-10,"Sales",53,0
1626,43,"79456",2023-07-10,"Hr",66,0
1627,46,"91582",2015-01-12,"Engineering",98,0
1628,19,"94061",2021-09-03,"Sales",73,0
1629,35,"24534",NA,"human resources",62,0
1630,42,"125560",2015-09-01,"sales",68,0
1631,32,"126582",2018-03-12,"Support!!",98,0
1632,42,"4855137",NA,"Sales",84,0
1633,87.5,"50000 ",2018-09-27,"Engg",89,0
1634,42,"29863",2021-08-05,"human resources",67,0
1635,59,"3375474",2023-12-08,"sales",77,0
1636,32,"2681002",2020-04-23,"human resources",75,0
1637,57,"120460",NA,"MKT",70,0
1638,35,"132729",2018-07-25,"sales",58,0
1639,58,"140235",2016-07-26,"Hr",97,0
1640,50,"53341",2018-08-09,"Support!!",97,0
1641,48,"103105",2017-03-23,"HR",85,0
1642,21,"91159",NA,"Hr",82,0
1643,30,"147488",2019-11-26,"Support!!",77,0
261,60,"abc",2022-02-24,"Engg",29.5,0
1645,87.5,NA,2022-06-11,"VeryLongDepartmentName123",100,1
1646,87.5,"31880",2023-11-22," SALES ",29.5,0
1647,56,"42313",2015-06-12," SALES ",100,0
1648,30,"57360",2023-07-10,"HR",89,0
1649,52,"abc",2015-12-22,"MKT",94,0
495,42,"56829",2023-07-10,"Support!!",77,0
1651,30,"21930",2020-03-11," SALES ",78,0
1652,61,"136137",2016-04-14,"Sales",91,0
1653,63,"137955",2023-07-10,"HR",92,0
1654,44,"75311",2023-11-11,"Hr",88,0
1655,39,"22591",2020-07-18,"MKT",100,0
1656,42,"abc",2016-11-20,"HR",71,0
1657,46,"41693",2023-09-01,"Marketing",98,0
1658,42,"116199",2023-07-10,"Sales",100,0
1659,35,"56507",2021-08-13,"MKT",64,0
1660,21,"103242",2018-04-17,"HR",83,0
1661,42,"130525",2018-12-10,"VeryLongDepartmentName123",79,0
1662,30,"122517",2018-05-01,"VeryLongDepartmentName123",83,0
1663,27,"41880",2015-02-15,"Engg",94,0
1664,42,"76151",2015-05-30,"HR",77,0
1665,42,"22916",2022-11-10,"Engg",61,0
1666,48,"121725",2023-08-25,"Marketing",77,0
1667,56,"4466389",NA,"HR",94,0
1668,43,"124702",2015-03-31,"Engg",58,0
1669,30,"30190",2022-08-28,"Support!!",63,0
1670,42,"137481",NA,"Engg",29.5,0
1671,52,"93643",2018-08-15,"VeryLongDepartmentName123",64,0
1672,18,"60365",NA,"MKT",85,0
1673,33,NA,2022-03-05,"MKT",100,1
1674,42,"abc",2017-02-16,"Sales",83,0
1675,50,NA,NA,"Engg",84,1
1676,18,"104003",2022-08-08,"sales",98,0
1677,34,"114727",2023-07-10,"Marketing",77,0
1678,30,"59104",2015-07-16,"HR",52,0
1679,42,"74344",NA,"Engg",51,0
1680,30,"144703",2023-07-10,"Engg",77,0
1681,64,"132535",NA,"Engineering",75,0
1682,47,"42967",NA,"Hr",88,0
1683,39,"83511",2015-01-25,"Support!!",92,0
1684,31,"73454",2020-02-22,"human resources",100,0
1685,30,"20100",2018-04-17,"HR",85,0
1686,42,"111738",2023-11-09,"human resources",65,0
1687,50,"$60000",2020-08-03,"HR",85,0
1688,32,"125748",2022-01-03,"Marketing",58,0
1689,60,"138630",NA,"Engineering",86,0
1690,22,"94605",2017-02-13,"VeryLongDepartmentName123",87,0
1691,55,"144695",2017-06-01,"human resources",75,0
1692,57,"76862",2017-10-08,"Hr",100,0
1693,56,"50000 ",NA,"Engineering",50,0
1694,62,"130110",2015-10-03,"Engg",68,0
1695,54,"95354",2022-02-16,"Engg",29.5,0
1696,60,"$60000",2022-10-27,"human resources",77,0
1697,49,"124909",2017-12-05,"Marketing",29.5,0
1698,41,"72730",2019-02-01,"HR",76,0
1699,48,"139977",2023-08-26,"Hr",100,0
1700,42,"83197",2024-07-15,"Engineering",77,0
1701,87.5,"119296",2017-01-04,"Sales",97,0
1702,42,"3031214",2023-07-10," SALES ",77,0
1703,49,"145667",2016-06-11,"Engg",50,0
1704,56,"24471",2023-10-05,"human resources",92,0
1705,35,"abc",2015-10-28,"Marketing",72,0
1706,24,"54153",2021-12-11,"Engineering",85,0
1707,48,"50000 ",2023-12-26,"Sales",69,0
1708,33,"91556",NA,"Sales",75,0
1709,30,"92703",2018-02-15,"Support",84,0
1710,56,"2417448",2022-12-15,"MKT",71,0
1711,42,"99285",2015-08-07,"Engg",82,0
1712,20,"$60000",2023-07-10,"MKT",94,0
1713,42,"126267",2016-01-30,"human resources",85,0
84,43,"24239",2023-12-16,"Support",100,0
1715,42,"56505",2022-10-30,"Engg",93,0
1716,58,"127855",2023-03-06,"HR",100,0
1717,42,"119476",2015-01-12,"human resources",77,0
1718,87.5,"78775",NA,"Marketing",53,0
1719,45,"36943",2022-03-10,"sales",91,0
1720,42,"149556",2023-07-10,"HR",77,0
135,47,"111241",2024-08-13,"sales",52,0
367,42,"84618",2017-11-21,"Engg",100,0
1723,39,"50000 ",2016-05-09,"Support!!",72,0
1724,43,NA,2019-02-28," SALES ",53,1
1725,42,"38289",2015-05-05,"Engg",90,0
1726,42,"67968",2015-10-18,"human resources",77,0
1727,24,"50000 ",2019-03-10," SALES ",63,0
1728,34,"54631",2017-05-25,"sales",79,0
1729,54,"$60000",2020-12-17,"Engineering",75,0
1730,25,"abc",2017-12-16,"Support",85,0
1731,29,"110972",2023-12-27,"Support!!",55,0
1732,24,"51705",NA,"Support!!",85,0
1733,54,"37481",NA,"Engg",87,0
1734,33,"49338",2018-10-17,"Support",85,0
1735,54,"49878",2020-10-15,"Hr",100,0
1736,27,"$60000",2018-08-08,"Engg",94,0
1737,46,"99868",NA,"HR",77,0
1738,29,"101974",2016-06-09,"Engg",63,0
1739,20,"59156",2024-01-01,"Engg",53,0
1740,28,"37730",2023-07-10,"Engg",69,0
1741,42,"86366",2019-09-18," SALES ",77,0
1742,42,"148727",2023-11-26,"Engg",96,0
1743,30,"33695",2021-08-01,"Support!!",97,0
1744,30,"$60000",2021-08-10,"Support!!",50,0
1745,31,"134346",NA," SALES ",66,0
1746,30,"89948",2022-05-29,"Engg",85,0
1747,32,"117165",2024-10-26," SALES ",83,0
1748,58,"80436",2020-07-06,"sales",58,0
1749,48,"147471",NA,"Marketing",96,0
1750,41,"148390",2024-10-02,"Hr",70,0
1751,54,"135814",2015-01-16,"Engg",77,0
1752,42,"37355",NA,"human resources",76,0
1753,51,"118514",2020-07-14,"human resources",77,0
1754,46,"74385",2016-06-27,"Hr",76,0
1755,42,"54080",2021-08-08,"MKT",77,0
1756,19,"abc",2015-06-21,"Support!!",77,0
1757,87.5,"$60000",2019-08-12,"Engg",84,0
1758,30,"121824",NA,"Sales",88,0
1759,26,"40035",NA,"human resources",69,0
1760,42,"149480",2015-02-28,"MKT",64,0
1761,55,"25918",2019-11-06,"Sales",85,0
1762,40,"119969",2018-02-22,"MKT",100,0
1763,46,"89807",2021-11-02,"human resources",77,0
1764,30,"114884",2018-08-03,"Engg",94,0
1765,28,"42061",2023-04-07,"Support",89,0
1766,48,"32931",2017-02-27,"Support!!",87,0
1767,59,"137115",2020-04-03,"Marketing",77,0
1768,44,"23067",2017-08-22," SALES ",77,0
1769,19,"49884",2021-06-05,"Sales",67,0
1770,46,"56774",2020-01-04,"MKT",77,0
1771,30,"91387",2015-06-12,"Engg",54,0
1772,21,"86837",2022-01-12,"Engineering",63,0
1773,31,"145761",2019-06-21,"sales",93,0
1774,56,"116760",2024-01-20,"Marketing",91,0
1775,59,NA,2022-04-11,"Engg",74,1
1776,21,"3458434",NA," SALES ",64,0
1777,45,"79522",NA,"Sales",82,0
1778,32,"110507",NA,"Engg",92,0
1779,39,"120615",2015-05-15,"human resources",89,0
1780,63,"abc",2021-01-10,"HR",69,0
1781,24,"148159",2024-07-17,"Sales",78,0
1782,52,"96386",2024-10-14,"Engg",59,0
1783,40,"3149069",2018-04-16,"Sales",77,0
1784,22,"100367",2023-07-04,"Engg",72,0
1785,28,"39307",2016-03-03,"Marketing",63,0
1786,39,"106755",2024-03-19,"HR",74,0
1787,87.5,NA,2019-05-13,"Sales",77,1
1788,64,"95012",2022-04-17,"sales",29.5,0
1789,22,"30082",2019-07-15,"MKT",68,0
1790,37,"70672",2022-11-28,"MKT",77,0
1791,26,"36433",2022-06-14,"Support",51,0
1792,65,"96695",2017-02-05,"sales",78,0
1793,44,"20196",2023-05-17,"Engineering",65,0
1794,32,"25192",2017-05-05,"Support!!",76,0
1795,42,"62912",2018-02-04,"Engg",75,0
1796,40,"71832",2018-06-12," SALES ",77,0
1797,30,"116346",2021-11-13,"Support",60,0
1798,34,"126416",NA,"human resources",71,0
1799,35,"53530",2020-05-24," SALES ",64,0
1800,32,"56174",2022-10-20,"sales",77,0
1801,30,"97286",2015-09-18," SALES ",29.5,0
1802,45,"26785",2019-03-12,"Marketing",85,0
1803,55,"31050",NA,"Marketing",50,0
1804,24,"102688",2018-05-18," SALES ",76,0
1805,42,"52032",2019-03-05,"Hr",61,0
1806,30,"104807",2022-10-19,"Sales",58,0
1807,42,"24806",2017-11-14,"human resources",51,0
1808,31,"36872",2018-02-12,"Sales",29.5,0
1809,42,"$60000",2015-07-09,"Engg",66,0
1810,30,NA,2016-04-23,"Engg",29.5,1
1811,42,"2276239",2018-05-05,"MKT",61,0
1812,35,"50000 ",NA,"Support",65,0
1813,41,"50415",2023-09-07,"sales",75,0
1814,35,"145886",2017-10-05,"Engg",77,0
1815,41,"96232",2018-03-27,"VeryLongDepartmentName123",75,0
1816,42,"111712",2023-07-10,"VeryLongDepartmentName123",71,0
1817,42,"59034",2015-12-02," SALES ",94,0
1818,32,"$60000",2018-09-07,"Marketing",29.5,0
402,27,"103743",2023-06-08,"VeryLongDepartmentName123",54,0
1820,50,"122447",2022-10-16,"Engg",77,0
1821,48,"121353",2018-01-26,"Marketing",85,0
1822,42,"35443",2018-03-15,"Engineering",69,0
1823,87.5,"149957",2019-05-11,"Engg",75,0
1824,42,"125712",2018-05-16,"Sales",66,0
1825,25,"139412",2021-05-12,"Engg",93,0
350,42,"1465305",NA,"Sales",65,0
1827,23,"abc",2022-06-20,"Engineering",67,0
1828,30,"31614",2023-03-03,"Engg",52,0
1829,42,"113110",2015-12-07,"Engg",91,0
1830,30,"74656",2021-02-07,"Sales",88,0
150,30,"142491",2017-12-05,"VeryLongDepartmentName123",77,0
1832,60,"141653",NA,"Engineering",80,0
1833,25,"$60000",2018-06-21,"VeryLongDepartmentName123",79,0
1834,51,"57922",NA,"Engg",81,0
1835,31,"86856",2018-04-21,"Engg",65,0
1836,49,"106195",NA,"Hr",57,0
1837,23,"140596",2019-11-10,"Support",29.5,0
1838,87.5,"116940",2015-01-09," SALES ",85,0
1839,56,"50000 ",2021-10-12,"Hr",88,0
1840,55,"64660",2022-06-10,"VeryLongDepartmentName123",99,0
1841,64,"2911280",2019-01-21,"Engineering",73,0
1842,87.5,"4518317",2019-09-21,"Engg",85,0
1843,42,"108121",2024-01-08,"Engg",77,0
209,25,"106455",NA,"Marketing",77,0
1845,27,"99429",2015-05-11,"Sales",29.5,0
1846,56,"65485",NA,"HR",60,0
1847,51,"35421",2022-06-16,"human resources",88,0
1848,30,"abc",2024-09-20,"Support!!",89,0
1849,24,"3750567",2020-02-04,"Hr",61,0
1850,57,"119091",2021-04-09,"Support",64,0
1851,42,"101338",2019-12-27,"Hr",50,0
1852,40,"97641",2023-08-13,"Sales",85,0
215,21,"40083",2021-02-03,"Engineering",50,0
1854,42,"137136",NA," SALES ",77,0
1855,30,"103233",2017-03-07,"Engg",60,0
1856,42,"139196",2024-10-29,"Engg",77,0
1857,87.5,"55901",2016-05-31,"Hr",75,0
1858,47,"141656",2024-05-09,"Engg",100,0
1859,42,"abc",2019-01-09," SALES ",84,0
1860,20,"38326",2017-01-22,"VeryLongDepartmentName123",56,0
1861,42,"2266828",2016-12-25,"VeryLongDepartmentName123",87,0
1862,48,NA,2023-06-06,"Sales",87,1
1863,40,"1775722",2015-07-19,"sales",63,0
1864,23,"$60000",NA,"Support",77,0
1865,61,"87387",2021-09-22,"Hr",89,0
1866,87.5,"37919",NA,"Support",100,0
1867,36,NA,2023-07-10,"sales",72,1
1868,23,"76086",2018-10-24,"Sales",91,0
1869,30,"$60000",2021-02-20,"Sales",89,0
1870,26,"109096",2023-07-10,"Engg",77,0
1871,52,NA,2020-10-17,"Support!!",64,1
1872,42,"99465",2017-09-29,"Engg",84,0
1873,62,"abc",2022-05-22,"Support",63,0
1874,63,"92580",2020-07-28,"Engineering",100,0
1875,51,"23975",2018-12-17," SALES ",61,0
1876,42,"61408",NA,"Engg",98,0
1877,42,"40937",NA,"Hr",51,0
1878,44,"74893",2018-09-29,"Engg",53,0
1879,44,NA,2015-03-31,"MKT",66,1
1880,30,"122574",2015-01-18," SALES ",77,0
1881,62,"147463",2020-03-14,"Engg",29.5,0
1882,31,"37557",NA,"Support",85,0
1883,30,"111582",2020-06-22,"Engineering",77,0
1884,30,"75881",2024-04-04," SALES ",96,0
1885,26,"50000 ",NA,"Engineering",100,0
1886,49,"111398",2024-07-21,"human resources",68,0
1887,87.5,"$60000",NA," SALES ",55,0
1888,31,"58243",NA,"Engg",53,0
1889,58,"57465",2015-09-08,"Hr",100,0
1890,42,"$60000",NA,"Support",70,0
1891,21,"142080",2020-01-07,"sales",52,0
1892,42,"73057",2021-04-07,"Support",56,0
1893,42,"75364",NA,"Engg",97,0
1894,42,"114295",2018-09-25,"Marketing",100,0
1895,38,"abc",2017-09-07,"HR",77,0
1896,42,"$60000",2018-01-01,"VeryLongDepartmentName123",88,0
1897,42,"40655",2020-05-15,"Engg",91,0
1898,65,NA,2018-05-13,"Engineering",29.5,1
1899,54,"$60000",NA,"Engg",60,0
1900,65,"50000 ",NA,"Support!!",74,0
1901,56,NA,2016-07-30,"HR",93,1
1902,62,"32312",2023-10-16,"Support!!",87,0
1903,57,"72774",2018-04-27,"Sales",65,0
1904,87.5,"130051",2022-07-25,"Engineering",77,0
1905,62,"51965",2020-02-22,"Sales",65,0
1906,58,"abc",2016-01-29,"Sales",59,0
1907,42,"47385",NA,"VeryLongDepartmentName123",63,0
1908,31,"98659",NA,"Engineering",100,0
1909,58,NA,NA,"sales",76,1
1910,37,"132500",2016-11-12,"Support!!",81,0
1911,27,"26505",2023-05-15,"Engineering",87,0
393,42,"$60000",2024-11-09,"Support",70,0
1913,63,"126407",2015-02-22,"Sales",83,0
1914,42,"126108",2020-12-17,"Sales",64,0
1915,56,"26628",2015-07-22,"VeryLongDepartmentName123",76,0
1916,28,"87088",2016-07-28," SALES ",72,0
1917,62,"130992",2023-01-19,"HR",100,0
1918,33,"85168",2021-12-09,"Marketing",29.5,0
1919,42,"73502",2022-04-06,"Sales",81,0
1920,48,"106271",2017-06-06,"Engineering",92,0
1921,43,"41163",2016-12-05,"MKT",77,0
1922,42,"144466",2018-08-23," SALES ",88,0
1923,18,"51698",2021-01-02,"sales",80,0
1924,56,"23268",2021-03-31,"human resources",97,0
1925,42,"70794",2021-07-14,"HR",58,0
1926,23,"104972",2018-06-17,"Marketing",85,0
1927,29,"103702",2020-01-06,"Marketing",53,0
1928,55,"$60000",2023-07-10,"Sales",90,0
141,19,"65171",2016-10-25,"HR",57,0
1930,19,"103746",NA,"Engg",91,0
1931,54,"$60000",2022-02-14,"Support!!",94,0
1932,42,"68166",2020-07-24,"Hr",81,0
1933,41,"28596",2019-10-24,"VeryLongDepartmentName123",76,0
1934,35,"93605",2022-06-01,"VeryLongDepartmentName123",90,0
1935,42,"51501",2023-07-10,"Engg",80,0
261,42,"48631",2017-10-28,"Hr",94,0
1937,64,"27808",2015-05-11,"MKT",77,0
1938,35,"99103",2023-07-04,"Support!!",85,0
1939,58,"102429",NA,"VeryLongDepartmentName123",71,0
1940,61,"20637",2015-04-05,"Support",77,0
1941,56,"108124",NA,"Engg",85,0
1942,87.5,NA,2024-12-03,"Engg",93,1
1943,62,"49287",2023-07-10,"Support",72,0
1944,58,"30593",2018-05-31,"human resources",64,0
1945,44,"37788",2017-10-10,"Engg",77,0
1946,41,"119941",2023-07-15,"Engineering",77,0
132,59,"50000 ",2019-10-03,"MKT",77,0
1948,22,"27774",2022-12-27,"human resources",77,0
1949,32,NA,NA,"Engg",83,1
1950,23,"27495",2024-02-24,"HR",93,0
1951,24,"abc",2019-03-31,"Engg",100,0
1952,87.5,"$60000",2017-10-15,"Engineering",89,0
1953,60,"35558",2018-08-06,"Sales",57,0
1954,87.5,"48000",2024-08-12,"Engg",55,0
1955,57,"50000 ",2015-11-06,"Engg",77,0
1956,40,"79142",2023-07-10,"Hr",62,0
1957,42,"69451",2017-09-26,"Marketing",63,0
1958,21,"72398",2015-07-13,"HR",29.5,0
1959,62,"101976",2023-02-11," SALES ",56,0
455,46,"abc",NA,"Engineering",60,0
1961,53,"42781",2023-04-20,"HR",93,0
1962,44,"51137",2022-06-27,"Support",97,0
1963,55,"76152",2020-05-28,"Sales",85,0
1964,47,"50000 ",2015-04-23,"Engg",70,0
1965,87.5,"50000 ",NA,"Engg",73,0
1966,40,"98648",2020-08-03,"sales",93,0
1967,50,"4146078",2019-06-30,"sales",74,0
1968,46,"80131",NA,"Engg",52,0
1969,63,"146014",2023-10-31,"Engineering",63,0
1970,25,"122122",2016-12-14,"Support",68,0
1971,52,"2767891",2024-06-09,"Hr",86,0
1972,31,"145998",NA,"Marketing",91,0
1973,23,"43740",2023-09-28,"Support!!",60,0
1974,32,"abc",2022-09-09," SALES ",77,0
1975,50,"50000 ",2021-07-17,"Engg",80,0
1976,64,"50000 ",2021-07-10,"MKT",58,0
1977,42,"66654",2021-03-14,"MKT",50,0
1978,61,"73265",NA,"HR",73,0
1979,44,"99796",NA,"Marketing",63,0
1980,55,"50000 ",2016-04-11,"Engg",77,0
1981,62,"125182",2022-10-01,"Engg",83,0
1982,20,"27377",2016-10-31,"MKT",99,0
1983,33,"91848",2016-09-19,"Engg",59,0
1984,39,"29140",2023-04-19," SALES ",54,0
1985,29,"$60000",2019-07-21,"Engg",75,0
1986,24,"92726",2016-01-20,"human resources",88,0
1987,60,"101495",2019-10-22,"Support!!",100,0
1988,64,"100121",2022-11-17,"sales",62,0
1989,22,"50000 ",NA,"Engg",57,0
1990,32,NA,NA,"Support!!",83,1
1991,21,"44225",NA,"Hr",56,0
1992,87.5,"55487",2022-06-29,"Sales",100,0
308,62,"$60000",2022-05-16,"sales",50,0
1994,42,"101270",NA,"Engg",90,0
1995,57,"43472",2022-06-26,"VeryLongDepartmentName123",77,0
1996,30,NA,2022-12-22,"Engineering",77,1
1997,32,"abc",2022-01-04,"Engg",51,0
1998,26,"39503",NA,"Support",67,0
1999,52,"53731",2016-02-24,"Support!!",89,0
2000,41,NA,2019-04-21,"MKT",51,1
2001,19,"147674",2022-02-08,"VeryLongDepartmentName123",80,0
2002,56,NA,2024-05-31,"Engg",66,1
2003,53,"64593",NA,"Engg",97,0
2004,51,"97207",2017-11-23,"Engg",79,0
2005,45,"abc",2015-12-03,"sales",66,0
2006,42,"76640",2022-04-27,"human resources",77,0
2007,60,"114791",NA,"Support!!",90,0
2008,35,"104634",2019-08-01,"Engg",64,0
2009,87.5,"76968",2022-11-19,"Marketing",78,0
2010,61,"134202",2019-10-19,"Support!!",69,0
2011,33,NA,2024-08-21,"Marketing",29.5,1
2012,19,"38520",2019-03-26,"MKT",89,0
2013,30,"$60000",2020-11-17,"Engineering",77,0
2014,42,"abc",2023-07-10,"MKT",88,0
2015,65,"39731",NA,"Support",97,0
2016,46,"80422",2016-12-09,"Support",75,0
2017,30,"136192",2020-07-24,"Hr",73,0
2018,36,"38132",2017-02-18,"Engg",51,0
2019,44,"abc",NA,"Engineering",29.5,0
2020,87.5,"105424",NA,"MKT",52,0
2021,42,"86353",NA,"Support!!",100,0
2022,42,"37056",2015-05-11,"Support",52,0
2023,22,"abc",2022-06-19,"human resources",85,0
2024,43,"31372",NA,"Marketing",67,0
2025,48,"86941",2019-07-31,"Marketing",77,0
2026,42,"50000 ",2022-12-26," SALES ",88,0
2027,22,NA,2023-07-10," SALES ",68,1
2028,61,"42902",2016-09-29,"human resources",84,0
2029,46,"50000 ",NA,"Support!!",66,0
2030,87.5,"99391",2016-11-12,"VeryLongDepartmentName123",80,0
2031,65,"73252",2024-09-21,"Engg",63,0
2032,42,"69006",NA,"Engg",72,0
2033,41,"84088",2018-11-08,"VeryLongDepartmentName123",83,0
2034,53,"125860",2024-09-14,"sales",89,0
2035,24,"119903",2023-07-10,"Engg",84,0
2036,42,"42681",2016-02-26,"Support!!",97,0
2037,24,"40281",2018-04-24,"sales",55,0
2038,40,"144815",2015-06-09,"HR",77,0
2039,21,"67259",2022-06-11,"Engg",97,0
2040,37,"122640",2017-01-22,"MKT",29.5,0
2041,21,"142543",2024-01-05,"sales",94,0
2042,23,"136416",2023-02-24,"Marketing",100,0
2043,27,"36507",2022-02-05,"Engg",75,0
2044,42,NA,NA,"Engg",50,1
2045,58,"103040",2023-07-11," SALES ",77,0
2046,60,"93250",2023-03-30," SALES ",57,0
2047,42,"63408",2024-12-02,"VeryLongDepartmentName123",59,0
2048,42,"42741",2017-01-15,"Hr",69,0
2049,43,"25460",2017-11-19,"Engg",87,0
2050,34,"1147963",2018-12-22,"Engineering",81,0
2051,42,"139448",2017-08-31,"sales",53,0
2052,19,"124774",2021-03-27,"Engineering",87,0
2053,57,"47173",2023-07-10,"Support!!",98,0
2054,30,"$60000",NA,"Engg",64,0
2055,87.5,"73587",2020-04-26,"Engg",58,0
2056,30,"87773",2020-12-05,"Support!!",71,0
2057,28,"106825",2024-10-14,"VeryLongDepartmentName123",95,0
2058,51,NA,2020-09-19,"Marketing",69,1
2059,58,"3107142",2021-03-09,"HR",86,0
2060,23,"30637",2018-11-12,"Support",60,0
2061,52,"31401",2023-07-10,"Hr",60,0
2062,38,"75627",2018-01-03,"MKT",54,0
2063,25,"98492",2023-07-10,"Sales",72,0
2064,43,"31254",2021-06-15,"Engg",100,0
2065,65,"98669",2019-08-08,"Marketing",99,0
2066,59,"147248",NA,"HR",100,0
2067,30,"83697",2018-08-29,"Hr",72,0
2068,42,"$60000",2022-02-05,"Support!!",85,0
2069,37,"50000 ",NA,"Engg",90,0
2070,20,"144420",2023-02-07,"VeryLongDepartmentName123",51,0
2071,53,"70630",2017-06-10,"MKT",82,0
2072,30,"128945",2015-12-03,"Support",56,0
2073,41,"110176",NA,"MKT",93,0
2074,51,"87810",2022-06-08,"MKT",77,0
2075,48,"115064",2023-07-10,"HR",77,0
2076,42,NA,NA,"Hr",94,1
2077,30,"80792",2022-06-12,"human resources",64,0
2078,57,"110994",2016-12-09,"human resources",71,0
2079,59,"60503",2018-09-08,"VeryLongDepartmentName123",89,0
2080,52,"22313",2023-05-30,"MKT",88,0
2081,24,"40366",2020-12-14,"Engg",76,0
2082,58,"59577",NA,"Engg",56,0
